Class,Image,Systematics,Otolith_type,Otolith_side,Description,Sampling_location,Depth ,Vernacular name,Habitat
Species5,R_sp5_Multi Focus Image_2.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Lanceolated to spindle shaped. crenate dorsal margin, entire ventral margin.  Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, equal to cauda. Cauda: tubular, straight. Anterior region: lanceolated, rostrum pointed, antirostrum poorly defined or not developed, excisura and notch absent. Posterior region: round",,,,deep sea
Species5,R_sp5_Series001--Z00.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Lanceolated to spindle shaped. crenate dorsal margin, entire ventral margin.  Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, equal to cauda. Cauda: tubular, straight. Anterior region: lanceolated, rostrum pointed, antirostrum poorly defined or not developed, excisura and notch absent. Posterior region: round",,,,deep sea
Species5,R_sp5_Series001--Z01.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Lanceolated to spindle shaped. crenate dorsal margin, entire ventral margin.  Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, equal to cauda. Cauda: tubular, straight. Anterior region: lanceolated, rostrum pointed, antirostrum poorly defined or not developed, excisura and notch absent. Posterior region: round",,,,deep sea
Species5,R_sp5_Series001--Z02.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Lanceolated to spindle shaped. crenate dorsal margin, entire ventral margin.  Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, equal to cauda. Cauda: tubular, straight. Anterior region: lanceolated, rostrum pointed, antirostrum poorly defined or not developed, excisura and notch absent. Posterior region: round",,,,deep sea
Species5,R_sp5_Series001--Z03.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Lanceolated to spindle shaped. crenate dorsal margin, entire ventral margin.  Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, equal to cauda. Cauda: tubular, straight. Anterior region: lanceolated, rostrum pointed, antirostrum poorly defined or not developed, excisura and notch absent. Posterior region: round",,,,deep sea
Species5,R_sp5_Series001--Z04.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Lanceolated to spindle shaped. crenate dorsal margin, entire ventral margin.  Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, equal to cauda. Cauda: tubular, straight. Anterior region: lanceolated, rostrum pointed, antirostrum poorly defined or not developed, excisura and notch absent. Posterior region: round",,,,deep sea
Species5,R_sp5_stacked.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Lanceolated to spindle shaped. crenate dorsal margin, entire ventral margin.  Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, equal to cauda. Cauda: tubular, straight. Anterior region: lanceolated, rostrum pointed, antirostrum poorly defined or not developed, excisura and notch absent. Posterior region: round",,,,deep sea
Species6,L_sp6_Image001.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image002.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image003.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image004.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image005.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image006.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image007.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image008.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image009.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image010.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image011.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,L_sp6_Image012.jpg,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image002.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image003.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image004.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image005.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image006.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image007.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image008.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image009.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image010.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image011.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image012.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image013.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image014.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image015.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image016.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image017.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
Species6,R_sp6_Image018.jpg,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Pentagonal, Entire to sinuate dorsal and ventrals. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: lanceolated to peaked, Rostrum and antirostrum blunt, excisura wide with shallow notch. Posterior region: round to flattened.",,,,deep sea
