image_path,actual_label,predicted_label,generated_caption
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Image002.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura shallow with wide, shallow notch. Posterior region: round to blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Image003.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura short with wide, shallow notch. Posterior region: round to angled.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Image004.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Image005.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt to round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Image006.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt to round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Image007.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Multi Focus Image - 1.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Multi Focus Image - 7.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum shallow, no excisura and no notch. Posterior region: round to blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z12.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z13.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and serrate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with shallow, acute notch. Posterior region: blunt to round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z14.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z14_90.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled to round, rostrum blunt and antirostrum blunt to poorly defined, excisura narrow with shallow, acute notch. Posterior region: round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z15.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide and shallow, acute notch. Posterior region: round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z15_90.tif,Grouper,Brachypterois serrulata,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: blunt.
Class detected:Brachypterois serrulata"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z16.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z16_90.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt to round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z17.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with shallow, acute notch. Posterior region: blunt to round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z17_90.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, irregular dorsal and serrate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z18.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum well defined and blunt to angled, excisura wide and wide, shallow notch. Posterior region: round to blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z18_90.tif,Grouper,Brachypterois serrulata,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura short with acute, shallow notch. Posterior region: round to blunt.
Class detected:Brachypterois serrulata"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z19.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum pointed, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/L_G_Series001--Z19_90.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with shallow, acute notch. Posterior region: blunt to flattened.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/R_G_Image001.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/R_G_Image002.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/R_G_Image003.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/R_G_Image004.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/R_G_Multi Focus Image - 1.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/R_G_Multi Focus Image - 10.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/R_G_Series001--Z00.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/R_G_Series001--Z01.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Grouper/R_G_Series001--Z02.tif,Grouper,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow and acute shallow notch. Posterior region: blunt to round.
Class detected:Dactyloptena orientalis"
